Time [s], CPU Temperature [degC], PWM command, Current [mA], Active Power [W]
1626701891.6531663, 40.407, 1.0, 727.09521484375, 61.2703971862793
1626701891.718113, 38.946, 1.0, 727.09521484375, 61.2703971862793
1626701891.7821295, 39.433, 1.0, 727.9526977539062, 60.3427848815918
1626701891.8464062, 39.433, 1.0, 727.9526977539062, 60.3427848815918
1626701891.90922, 38.946, 1.0, 727.9526977539062, 60.3427848815918
1626701891.9721992, 38.459, 1.0, 727.9526977539062, 60.3427848815918
1626701892.037876, 38.459, 1.0, 727.9526977539062, 60.3427848815918
1626701892.1004581, 39.433, 1.0, 727.9526977539062, 60.3427848815918
1626701892.1656055, 38.459, 1.0, 727.9526977539062, 60.3427848815918
1626701892.2289228, 39.433, 1.0, 727.9526977539062, 60.3427848815918
1626701892.2932673, 40.894, 1.0, 727.9526977539062, 60.3427848815918
1626701892.35643, 39.92, 1.0, 727.9526977539062, 60.3427848815918
1626701892.4205396, 38.459, 1.0, 727.9526977539062, 60.3427848815918
1626701892.485415, 39.433, 1.0, 727.9526977539062, 60.3427848815918
1626701892.5489218, 39.433, 1.0, 727.9526977539062, 60.3427848815918
1626701892.6139245, 39.433, 1.0, 719.9526977539062, 60.38802719116211
1626701892.6771426, 38.946, 1.0, 719.9526977539062, 60.38802719116211
1626701892.7418628, 38.459, 1.0, 719.9526977539062, 60.38802719116211
1626701892.805798, 39.92, 1.0, 719.9526977539062, 60.38802719116211
1626701892.8697104, 39.92, 1.0, 719.9526977539062, 60.38802719116211
1626701892.9331312, 39.433, 1.0, 719.9526977539062, 60.38802719116211
1626701892.9969385, 38.946, 1.0, 719.9526977539062, 60.38802719116211
1626701893.0611436, 38.459, 1.0, 719.9526977539062, 60.38802719116211
1626701893.1255069, 38.946, 1.0, 719.9526977539062, 60.38802719116211
1626701893.1898067, 39.433, 1.0, 719.9526977539062, 60.38802719116211
1626701893.254147, 38.946, 1.0, 719.9526977539062, 60.38802719116211
1626701893.3164885, 39.92, 1.0, 719.9526977539062, 60.38802719116211
1626701893.3816025, 39.433, 1.0, 719.9526977539062, 60.38802719116211
1626701893.4445167, 39.433, 1.0, 722.748291015625, 60.652652740478516
1626701893.508347, 39.433, 1.0, 722.748291015625, 60.652652740478516
1626701893.5732045, 39.433, 1.0, 722.748291015625, 60.652652740478516
1626701893.6361933, 38.459, 1.0, 722.748291015625, 60.652652740478516
1626701893.7018251, 39.92, 1.0, 722.748291015625, 60.652652740478516
1626701893.7646337, 39.433, 1.0, 722.748291015625, 60.652652740478516
1626701893.8291204, 39.92, 1.0, 722.748291015625, 60.652652740478516
1626701893.8934247, 39.433, 1.0, 722.748291015625, 60.652652740478516
1626701893.9566936, 38.946, 1.0, 722.748291015625, 60.652652740478516
1626701894.0216558, 39.92, 1.0, 722.748291015625, 60.652652740478516
1626701894.0835261, 38.946, 1.0, 722.748291015625, 60.652652740478516
1626701894.1483755, 39.92, 1.0, 722.748291015625, 60.652652740478516
1626701894.2122636, 39.92, 1.0, 722.748291015625, 60.652652740478516
1626701894.2763872, 39.433, 1.0, 717.9437255859375, 59.86326599121094
1626701894.3401651, 39.92, 1.0, 717.9437255859375, 59.86326599121094
1626701894.4054627, 39.433, 1.0, 717.9437255859375, 59.86326599121094
1626701894.4683666, 39.433, 1.0, 717.9437255859375, 59.86326599121094
1626701894.53296, 38.946, 1.0, 717.9437255859375, 59.86326599121094
1626701894.5964942, 39.92, 1.0, 717.9437255859375, 59.86326599121094
1626701894.6601622, 38.459, 1.0, 717.9437255859375, 59.86326599121094
1626701894.724195, 39.433, 1.0, 717.9437255859375, 59.86326599121094
1626701894.7877853, 38.946, 1.0, 717.9437255859375, 59.86326599121094
1626701894.852903, 38.459, 1.0, 717.9437255859375, 59.86326599121094
1626701894.9161239, 39.433, 1.0, 717.9437255859375, 59.86326599121094
1626701894.9804273, 38.459, 1.0, 717.9437255859375, 59.86326599121094
1626701895.0441332, 38.459, 1.0, 717.9437255859375, 59.86326599121094
1626701895.108763, 39.92, 1.0, 720.8673706054688, 60.44007873535156
1626701895.1711524, 38.459, 1.0, 720.8673706054688, 60.44007873535156
1626701895.2366443, 38.459, 1.0, 720.8673706054688, 60.44007873535156
1626701895.3001938, 39.433, 1.0, 720.8673706054688, 60.44007873535156
1626701895.3635182, 38.946, 1.0, 720.8673706054688, 60.44007873535156
1626701895.4311628, 38.946, 1.0, 720.8673706054688, 60.44007873535156
1626701895.4920008, 38.459, 1.0, 720.8673706054688, 60.44007873535156
1626701895.5572762, 38.459, 1.0, 720.8673706054688, 60.44007873535156
1626701895.6191032, 38.946, 1.0, 720.8673706054688, 60.44007873535156
1626701895.6847117, 38.459, 1.0, 720.8673706054688, 60.44007873535156
1626701895.7480066, 39.433, 1.0, 720.8673706054688, 60.44007873535156
1626701895.8122308, 38.946, 1.0, 720.8673706054688, 60.44007873535156
1626701895.8756304, 39.433, 1.0, 720.8673706054688, 60.44007873535156
1626701895.939873, 39.433, 1.0, 726.1124877929688, 60.604373931884766
1626701896.0050936, 39.433, 1.0, 726.1124877929688, 60.604373931884766
1626701896.0685298, 39.433, 0.0, 726.1124877929688, 60.604373931884766
1626701896.1321104, 39.433, 0.0, 726.1124877929688, 60.604373931884766
1626701896.1960454, 39.433, 0.0, 726.1124877929688, 60.604373931884766
1626701896.2600338, 38.459, 0.0, 726.1124877929688, 60.604373931884766
1626701896.3236964, 38.946, 0.0, 726.1124877929688, 60.604373931884766
1626701896.3886454, 38.459, 0.0, 726.1124877929688, 60.604373931884766
1626701896.4512959, 38.459, 0.0, 726.1124877929688, 60.604373931884766
1626701896.516429, 38.459, 0.0, 726.1124877929688, 60.604373931884766
1626701896.5799668, 39.433, 0.0, 726.1124877929688, 60.604373931884766
1626701896.6447062, 39.433, 0.0, 726.1124877929688, 60.604373931884766
1626701896.7067661, 38.459, 0.0, 726.1124877929688, 60.604373931884766
1626701896.7722297, 40.407, 0.0, 727.4622192382812, 60.564674377441406
1626701896.8362732, 38.459, 0.0, 727.4622192382812, 60.564674377441406
1626701896.9000504, 38.946, 0.0, 727.4622192382812, 60.564674377441406
1626701896.9636605, 39.92, 0.0, 727.4622192382812, 60.564674377441406
1626701897.0278172, 39.433, 0.0, 727.4622192382812, 60.564674377441406
1626701897.0920596, 39.433, 0.0, 727.4622192382812, 60.564674377441406
1626701897.1550503, 38.946, 0.0, 727.4622192382812, 60.564674377441406
1626701897.2204351, 39.92, 0.0, 727.4622192382812, 60.564674377441406
1626701897.2838392, 39.433, 0.0, 727.4622192382812, 60.564674377441406
1626701897.3487782, 38.946, 0.0, 727.4622192382812, 60.564674377441406
1626701897.4112053, 39.433, 0.0, 727.4622192382812, 60.564674377441406
1626701897.4759343, 38.459, 0.0, 727.4622192382812, 60.564674377441406
1626701897.5389624, 39.433, 0.0, 727.4622192382812, 60.564674377441406
1626701897.603831, 40.407, 0.0, 726.8361206054688, 60.93135452270508
1626701897.6675963, 39.433, 0.0, 726.8361206054688, 60.93135452270508
1626701897.7328556, 39.433, 0.0, 726.8361206054688, 60.93135452270508
1626701897.795278, 38.459, 0.0, 726.8361206054688, 60.93135452270508
1626701897.8589, 38.946, 0.0, 726.8361206054688, 60.93135452270508
1626701897.924159, 39.433, 0.0, 726.8361206054688, 60.93135452270508
1626701897.9866765, 39.433, 0.0, 726.8361206054688, 60.93135452270508
1626701898.0507753, 39.433, 0.0, 726.8361206054688, 60.93135452270508
1626701898.1159708, 38.946, 0.0, 726.8361206054688, 60.93135452270508
